what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1512962352648
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1512962352682
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1512962352709
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1512962352737
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1512962352770
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1512962352803
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1512962352837
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1512962352876
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1512962352907
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1512962353035
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.undo",1512962353230
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1512962355786
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1512962411520
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1512962411708
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1512962411847
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962412701
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962432997
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962433963
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962473159
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1512962476764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1512962483543
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1512962483764
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1512962484999
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1512962509746
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1512962509957
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1512962511262
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1512962512938
executed,command,org.eclipse.ui.ide,3.7.0.v20110928-1505,"org.eclipse.jdt.ui.edit.text.java.correction.assist.proposals",1512962514522
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962517194
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962517359
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1512962520901
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1512962523744
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962528124
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962528684
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962529143
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962529235
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962529605
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962535151
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1512962545896
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1512962546396
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1512962546512
executed,command,,,"AUTOGEN:::org.eclipse.jdt.debug.CompilationUnitEditor.BreakpointRulerActions/org.eclipse.jdt.debug.ui.actions.ManageBreakpointRulerAction",1512962550112
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1512962555130
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.copy",1512962555330
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1512962557142
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1512962558208
error,log,,,"Internal Error",1512962559602
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.file.save",1512962562243
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1512962579319
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1512962581008
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962618733
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962622966
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1512962629616
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962659470
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962659555
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1512962709098
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1512962715766
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962740663
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962740756
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962741103
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962746950
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1512962854512
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1512962856165
executed,command,org.eclipse.jdt.debug.ui,3.6.1.v20111006_r372,"org.eclipse.jdt.debug.ui.localJavaShortcut.run",1512962859528
activated,view,org.eclipse.ui.console,3.5.100.v20111007_r372,"org.eclipse.ui.console.ConsoleView",1512962860367
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512962911329
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512970491834
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1512970491881
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512970507746
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512970935425
activated,editor,org.sf.feeling.decompiler,2.9.0.r20160620180,"org.sf.feeling.decompiler.ClassFileEditor",1512970944535
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1512970946700
closed,editor,org.sf.feeling.decompiler,2.9.0.r20160620180,"org.sf.feeling.decompiler.ClassFileEditor",1512970946700
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1512970948976
activated,editor,org.eclipse.jdt.ui,3.7.2.v20120109-1427,"org.eclipse.jdt.ui.CompilationUnitEditor",1512970951917
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512971032002
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512971032914
deactivated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512971035530
activated,workbench,org.eclipse.ui.workbench,3.7.1.v20120104-1859,"",1512971041760
executed,command,org.eclipse.ui,3.7.0.v20110928-1505,"org.eclipse.ui.edit.paste",1512971044185
